city,county,state,country,cases,deaths,recovered,tested,active,population,lat,long,url,aggregate,rating,tz,featureId
,Suffolk County,VA,USA,1,,,,,91185,36.739614,-76.668922,http://www.vdh.virginia.gov/content/uploads/sites/182/2020/03/VDH-COVID-19-PublicUseDataset-Cases.csv,county,0.392156863,America/New_York,3406
,Virginia Beach County,VA,USA,49,,,,,450189,36.7412495,-76.047402,http://www.vdh.virginia.gov/content/uploads/sites/182/2020/03/VDH-COVID-19-PublicUseDataset-Cases.csv,county,0.392156863,America/New_York,3407
,Albemarle County,VA,USA,17,,,,,108718,38.000304,-78.5236515,http://www.vdh.virginia.gov/content/uploads/sites/182/2020/03/VDH-COVID-19-PublicUseDataset-Cases.csv,county,0.392156863,America/New_York,3408
,Amherst County,VA,USA,2,,,,,31666,37.602087,-79.1530855,http://www.vdh.virginia.gov/content/uploads/sites/182/2020/03/VDH-COVID-19-PublicUseDataset-Cases.csv,county,0.392156863,America/New_York,3409
,Appomattox County,VA,USA,0,,,,,15841,37.377197,-78.806481,http://www.vdh.virginia.gov/content/uploads/sites/182/2020/03/VDH-COVID-19-PublicUseDataset-Cases.csv,county,0.392156863,America/New_York,3410
,Arlington County,VA,USA,84,,,,,237521,38.88086,-77.1019335,http://www.vdh.virginia.gov/content/uploads/sites/182/2020/03/VDH-COVID-19-PublicUseDataset-Cases.csv,county,0.392156863,America/New_York,3411
,Augusta County,VA,USA,0,,,,,75457,38.1797265,-79.140507,http://www.vdh.virginia.gov/content/uploads/sites/182/2020/03/VDH-COVID-19-PublicUseDataset-Cases.csv,county,0.392156863,America/New_York,3412
,Bedford County,VA,USA,2,,,,,78747,37.311538,-79.52068,http://www.vdh.virginia.gov/content/uploads/sites/182/2020/03/VDH-COVID-19-PublicUseDataset-Cases.csv,county,0.392156863,America/New_York,3413
,Bland County,VA,USA,0,,,,,6293,37.127348,-81.158324,http://www.vdh.virginia.gov/content/uploads/sites/182/2020/03/VDH-COVID-19-PublicUseDataset-Cases.csv,county,0.392156863,America/New_York,3414
,Brunswick County,VA,USA,0,,,,,16384,36.783462,-77.8510215,http://www.vdh.virginia.gov/content/uploads/sites/182/2020/03/VDH-COVID-19-PublicUseDataset-Cases.csv,county,0.392156863,America/New_York,3415
,Buchanan County,VA,USA,0,,,,,21221,37.289102,-82.0269975,http://www.vdh.virginia.gov/content/uploads/sites/182/2020/03/VDH-COVID-19-PublicUseDataset-Cases.csv,county,0.392156863,America/New_York,3416
,Buckingham County,VA,USA,0,,,,,16999,37.563301,-78.5350435,http://www.vdh.virginia.gov/content/uploads/sites/182/2020/03/VDH-COVID-19-PublicUseDataset-Cases.csv,county,0.392156863,America/New_York,3417
,Campbell County,VA,USA,0,,,,,54973,37.2277595,-79.1335465,http://www.vdh.virginia.gov/content/uploads/sites/182/2020/03/VDH-COVID-19-PublicUseDataset-Cases.csv,county,0.392156863,America/New_York,3418
,Caroline County,VA,USA,0,,,,,30772,38.014773,-77.3561575,http://www.vdh.virginia.gov/content/uploads/sites/182/2020/03/VDH-COVID-19-PublicUseDataset-Cases.csv,county,0.392156863,America/New_York,3419
,Carroll County,VA,USA,0,,,,,29636,36.7448255,-80.748516,http://www.vdh.virginia.gov/content/uploads/sites/182/2020/03/VDH-COVID-19-PublicUseDataset-Cases.csv,county,0.392156863,America/New_York,3420
