city,county,state,country,cases,deaths,recovered,tested,active,population,lat,long,url,aggregate,rating,tz,featureId
Charles City,,VA,USA,1,0,,,,,37.99530438,-79.76028754,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.588235294,America/New_York,412
Charlottesville city,,VA,USA,12,0,,,,,37.99530438,-79.76028754,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.588235294,America/New_York,412
Chesapeake city,,VA,USA,7,0,,,,,37.99530438,-79.76028754,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.588235294,America/New_York,412
Danville city,,VA,USA,4,0,,,,,37.99530438,-79.76028754,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.588235294,America/New_York,412
Fredericksburg city,,VA,USA,1,0,,,,,37.99530438,-79.76028754,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.588235294,America/New_York,412
Galax city,,VA,USA,1,0,,,,,37.99530438,-79.76028754,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.588235294,America/New_York,412
Hampton city,,VA,USA,7,0,,,,,37.99530438,-79.76028754,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.588235294,America/New_York,412
Harrisonburg city,,VA,USA,5,0,,,,,37.99530438,-79.76028754,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.588235294,America/New_York,412
Hopewell city,,VA,USA,1,0,,,,,37.99530438,-79.76028754,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.588235294,America/New_York,412
James City,,VA,USA,65,3,,,,,37.99530438,-79.76028754,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.588235294,America/New_York,412
Lynchburg city,,VA,USA,2,0,,,,,37.99530438,-79.76028754,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.588235294,America/New_York,412
Manassas city,,VA,USA,4,0,,,,,37.99530438,-79.76028754,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.588235294,America/New_York,412
Newport News city,,VA,USA,13,1,,,,,37.99530438,-79.76028754,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.588235294,America/New_York,412
Norfolk city,,VA,USA,10,0,,,,,37.99530438,-79.76028754,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.588235294,America/New_York,412
Poquoson city,,VA,USA,2,0,,,,,37.99530438,-79.76028754,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.588235294,America/New_York,412
Portsmouth city,,VA,USA,4,0,,,,,37.99530438,-79.76028754,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.588235294,America/New_York,412
Radford city,,VA,USA,1,0,,,,,37.99530438,-79.76028754,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.588235294,America/New_York,412
Suffolk city,,VA,USA,1,0,,,,,37.99530438,-79.76028754,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.588235294,America/New_York,412
Virginia Beach city,,VA,USA,35,0,,,,,37.99530438,-79.76028754,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.588235294,America/New_York,412
Williamsburg city,,VA,USA,6,1,,,,,37.99530438,-79.76028754,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.588235294,America/New_York,412
,Adams County,WA,USA,5,0,,,,19759,46.999704,-118.6641215,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,413
,Benton County,WA,USA,56,5,,,,201877,46.281031,-119.40769,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,414
,Chelan County,WA,USA,14,2,,,,77036,47.905807,-120.52039,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,415
,Clallam County,WA,USA,5,0,,,,76737,48.12876,-123.825558,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,416
,Clark County,WA,USA,82,6,,,,481857,45.801251,-122.5203415,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,417
,Columbia County,WA,USA,1,0,,,,4059,46.3118295,-117.922891,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,418
,Cowlitz County,WA,USA,10,0,,,,108987,46.117914,-122.7288965,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,419
,Douglas County,WA,USA,5,0,,,,42907,47.6852815,-119.6344735,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,420
,Ferry County,WA,USA,1,0,,,,7649,48.4155455,-118.487316,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,421
,Franklin County,WA,USA,16,0,,,,94347,46.465897,-118.8288585,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,422
,Grant County,WA,USA,44,1,,,,97331,47.293631,-119.508134,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,423
,Grays Harbor County,WA,USA,1,0,,,,73901,47.162482,-123.756045,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,424
,Island County,WA,USA,92,1,,,,84460,48.157794,-122.559821,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,425
,Jefferson County,WA,USA,13,0,,,,31729,47.8304245,-123.610552,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,426
,King County,WA,USA,2079,138,,,,2233163,47.4324805,-121.7969185,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,427
,Kitsap County,WA,USA,49,1,,,,269805,47.6719585,-122.7433825,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,428
,Kittitas County,WA,USA,8,0,,,,47364,47.167153,-120.688514,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,429
,Klickitat County,WA,USA,7,0,,,,22107,45.825073,-120.739452,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,430
,Lewis County,WA,USA,7,0,,,,79604,46.5893095,-122.3615475,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,431
,Lincoln County,WA,USA,1,0,,,,10740,47.609032,-118.399462,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,432
,Mason County,WA,USA,2,0,,,,65507,47.344863,-123.153076,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,433
,Okanogan County,WA,USA,3,0,,,,42132,48.470757,-119.857871,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,434
,Pierce County,WA,USA,282,5,,,,891299,47.066154,-122.103198,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,435
,San Juan County,WA,USA,4,0,,,,17128,48.5702435,-122.989615,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,436
,Skagit County,WA,USA,97,3,,,,128206,48.476543,-121.712645,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,437
,Skamania County,WA,USA,1,0,,,,11924,45.967983,-121.881879,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,438
,Snohomish County,WA,USA,912,23,,,,814901,48.037258,-121.655984,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,439
,Spokane County,WA,USA,108,2,,,,514631,47.6535685,-117.431769,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,440
,Stevens County,WA,USA,3,0,,,,45260,48.396499,-117.915958,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,441
,Thurston County,WA,USA,33,0,,,,286419,46.9761355,-122.7023935,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,442
,Walla Walla County,WA,USA,4,0,,,,60922,46.3033335,-118.516355,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,443
,Whatcom County,WA,USA,102,4,,,,225685,48.8217155,-121.884438,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,444
,Whitman County,WA,USA,6,0,,,,49791,46.838819,-117.64426,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,445
,Yakima County,WA,USA,100,2,,,,251446,46.564808,-120.6951015,https://raw.githubusercontent.com/nytimes/covid-19-data/master/us-counties.csv,county,0.62745098,America/Los_Angeles,446
,,CT,USA,1993,34,,11900,,3565287,41.52780529,-72.75935673,https://covidtracking.com/api/states,state,0.490196078,America/New_York,447
,,MA,USA,4955,48,,39066,,6892503,42.12038082,-71.72305888,https://covidtracking.com/api/states,state,0.490196078,America/New_York,448
,,ND,USA,98,1,,3724,,762062,47.46721086,-100.301958,https://covidtracking.com/api/states,state,0.490196078,America/Chicago,449
,,NV,USA,920,15,,10534,,3080156,38.50182294,-117.0204773,https://covidtracking.com/api/states,state,0.490196078,America/Los_Angeles,450
,,RI,USA,294,3,,3134,,1059361,41.66332011,-71.48453226,https://covidtracking.com/api/states,state,0.490196078,America/New_York,451
,,VT,USA,235,12,,3701,,623989,43.87150381,-72.47219594,https://covidtracking.com/api/states,state,0.490196078,America/New_York,452
,,WA,USA,4896,195,,65462,,7614893,47.27941361,-120.8067171,https://covidtracking.com/api/states,state,0.490196078,America/Los_Angeles,453
,,PR,USA,127,5,,1785,,3193694,,,https://covidtracking.com/api/states,state,0.490196078,,
,,AS,USA,0,0,,0,,,,,https://covidtracking.com/api/states,state,0.490196078,,
,,GU,USA,56,1,,390,,,,,https://covidtracking.com/api/states,state,0.490196078,,
,,MP,USA,2,,,2,,,,,https://covidtracking.com/api/states,state,0.411764706,,
,,VI,USA,23,,,183,,,,,https://covidtracking.com/api/states,state,0.411764706,,
,,,USA,141232,2447,,916995,,326625791,45.11961413,0.761871778,https://covidtracking.com/api/states,state,0.450980392,Europe/Paris,454
,,Nova Scotia,CAN,122,,,4853,,923598,45.26687246,-63.02120928,https://novascotia.ca/coronavirus/COVID-19-cases.csv,,0.274509804,America/Halifax,455
,,Australian Capital Territory,AUS,,0,0,,,426709,-35.53036325,149.0602352,https://www.health.act.gov.au/about-our-health-system/novel-coronavirus-covid-19,,0.31372549,Australia/Sydney,456
,,Northern Territory,AUS,15,,,,,245869,-18.51615732,133.5001513,https://coronavirus.nt.gov.au/,,0.196078431,Australia/Darwin,457
,,Queensland,AUS,689,,,,,5095100,-19.64674041,145.7543645,https://www.health.qld.gov.au/news-events/doh-media-releases,,0.058823529,Australia/Brisbane,458
,,South Australia,AUS,299,0,,,,1751693,-32.03524098,135.0000995,https://www.sahealth.sa.gov.au/wps/wcm/connect/public+content/sa+health+internet/health+topics/health+topics+a+-+z/covid+2019/latest+updates/confirmed+and+suspected+cases+of+covid-19+in+south+australia,,0.274509804,Australia/Adelaide,459
,,Victoria,AUS,821,,,,,6594804,-36.53778879,145.4695804,https://www.dhhs.vic.gov.au/media-hub-coronavirus-disease-covid-19,,0.058823529,Australia/Melbourne,460
,,Western Australia,AUS,311,2,28,13648,281,2621680,-24.40789153,120.9597801,https://ww2.health.wa.gov.au/Articles/A_E/Coronavirus/COVID19-statistics,,0.431372549,Australia/Perth,461
,,DE-BB,DEU,835,4,,,,3740000,52.51364248,13.42151187,https://raw.githubusercontent.com/jgehrcke/covid-19-germany-gae/master/data.csv,,0.431372549,Europe/Berlin,462
,,DE-BE,DEU,2462,11,,,,3740000,52.51364248,13.42151187,https://raw.githubusercontent.com/jgehrcke/covid-19-germany-gae/master/data.csv,,0.431372549,Europe/Berlin,462
,,DE-BW,DEU,12485,138,,,,11020000,48.65924504,8.994572384,https://raw.githubusercontent.com/jgehrcke/covid-19-germany-gae/master/data.csv,,0.431372549,Europe/Berlin,463
,,DE-BY,DEU,14021,125,,,,13000000,48.89555052,11.41300358,https://raw.githubusercontent.com/jgehrcke/covid-19-germany-gae/master/data.csv,,0.431372549,Europe/Berlin,464
,,DE-HB,DEU,290,2,,,,548000,53.11820506,8.777195875,https://raw.githubusercontent.com/jgehrcke/covid-19-germany-gae/master/data.csv,,0.431372549,Europe/Berlin,465
,,DE-HE,DEU,3037,13,,,,6240000,50.52562429,9.000825636,https://raw.githubusercontent.com/jgehrcke/covid-19-germany-gae/master/data.csv,,0.431372549,Europe/Berlin,466
,,DE-HH,DEU,2078,4,,,,1822000,53.55885,10.03439508,https://raw.githubusercontent.com/jgehrcke/covid-19-germany-gae/master/data.csv,,0.431372549,Europe/Berlin,467
,,DE-MV,DEU,361,1,,,,1635000,53.84696018,12.49625263,https://raw.githubusercontent.com/jgehrcke/covid-19-germany-gae/master/data.csv,,0.431372549,Europe/Berlin,468
,,DE-NI,DEU,3911,27,,,,7960000,52.60172557,9.138207028,https://raw.githubusercontent.com/jgehrcke/covid-19-germany-gae/master/data.csv,,0.431372549,Europe/Berlin,469
,,DE-NW,DEU,13997,116,,,,17910000,51.42350306,7.694470862,https://raw.githubusercontent.com/jgehrcke/covid-19-germany-gae/master/data.csv,,0.431372549,Europe/Berlin,470
,,DE-RP,DEU,2712,18,,,,4070000,49.90656551,7.295141232,https://raw.githubusercontent.com/jgehrcke/covid-19-germany-gae/master/data.csv,,0.431372549,Europe/Berlin,471
,,DE-SH,DEU,1008,6,,,,2890000,54.13886668,9.942393426,https://raw.githubusercontent.com/jgehrcke/covid-19-germany-gae/master/data.csv,,0.431372549,Europe/Berlin,472
,,DE-SL,DEU,714,9,,,,990000,49.36639313,6.865234526,https://raw.githubusercontent.com/jgehrcke/covid-19-germany-gae/master/data.csv,,0.431372549,Europe/Berlin,473
,,DE-SN,DEU,1856,9,,,,4080000,50.95424195,13.46238753,https://raw.githubusercontent.com/jgehrcke/covid-19-germany-gae/master/data.csv,,0.431372549,Europe/Berlin,474
,,DE-ST,DEU,645,2,,,,2280000,51.99594798,11.88344038,https://raw.githubusercontent.com/jgehrcke/covid-19-germany-gae/master/data.csv,,0.431372549,Europe/Berlin,475
,,DE-TH,DEU,752,5,,,,2140000,50.9308838,11.28022139,https://raw.githubusercontent.com/jgehrcke/covid-19-germany-gae/master/data.csv,,0.431372549,Europe/Berlin,476
,Hartlepool,England,GBR,11,,,,,,54.66602009,-1.290542151,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,477
,Middlesbrough,England,GBR,26,,,,,,54.53101289,-1.215191616,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,478
,Redcar and Cleveland,England,GBR,25,,,,,,54.56022797,-0.998757799,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,479
,Stockton-on-Tees,England,GBR,34,,,,,,54.55390555,-1.321838854,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,480
,Darlington,England,GBR,15,,,,,,54.53258902,-1.547186855,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,481
,Halton,England,GBR,16,,,,,,53.36095164,-3.05581237,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,482
,Warrington,England,GBR,21,,,,,,53.38723257,-2.554683499,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,483
,Blackburn with Darwen,England,GBR,12,,,,,,53.69625764,-2.441111619,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,484
,Blackpool,England,GBR,10,,,,,,53.8388736,-3.005253538,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,485
,"Kingston upon Hull, City of",England,GBR,9,,,,,,,,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,,
,East Riding of Yorkshire,England,GBR,31,,,,,594825,53.88757671,-0.470229967,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,486
,North East Lincolnshire,England,GBR,16,,,,,,53.55349685,-0.130150562,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,487
,North Lincolnshire,England,GBR,13,,,,,,53.58327668,-0.558919284,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,488
,York,England,GBR,21,,,,,,53.94391694,-1.07999315,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,489
,Derby,England,GBR,105,,,,,,52.88982107,-1.473741726,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,490
,Leicester,England,GBR,65,,,,,,52.60678925,-1.125843064,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,491
,Rutland,England,GBR,2,,,,,38022,52.62709809,-0.610215624,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,492
,Nottingham,England,GBR,97,,,,,,52.93211823,-1.166434902,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,493
,"Herefordshire, County of",England,GBR,25,,,,,,,,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,,
,Telford and Wrekin,England,GBR,34,,,,,,52.71430207,-2.485075344,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,494
,Stoke-on-Trent,England,GBR,28,,,,,,53.03867504,-2.170908475,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,495
,Bath and North East Somerset,England,GBR,36,,,,,,51.34663361,-2.496676703,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,496
,"Bristol, City of",England,GBR,78,,,,,,,,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,,
,North Somerset,England,GBR,32,,,,,,51.40801629,-2.812839932,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,497
,South Gloucestershire,England,GBR,53,,,,,,51.54588758,-2.475195048,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,498
,Plymouth,England,GBR,42,,,,,,50.386921,-4.114404709,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,499
,Torbay,England,GBR,30,,,,,,50.44218553,-3.573926003,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,500
,Swindon,England,GBR,26,,,,,,51.5693332,-1.707577582,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,501
,Peterborough,England,GBR,21,,,,,,52.58384492,-0.270107184,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,502
,Luton,England,GBR,63,,,,,,51.88424938,-0.394001431,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,503
,Southend-on-Sea,England,GBR,24,,,,,,51.55627981,0.737468148,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,504
,Thurrock,England,GBR,37,,,,,,51.5055128,0.385003091,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,505
,Medway,England,GBR,57,,,,,,51.41229722,0.570869073,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,506
,Bracknell Forest,England,GBR,19,,,,,,51.40051186,-0.76757016,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,507
,West Berkshire,England,GBR,40,,,,,,51.44120148,-1.308247952,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,508
,Reading,England,GBR,27,,,,,,51.45051852,-1.022826097,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,509
,Slough,England,GBR,73,,,,,,51.4696752,-0.57449429,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,510
,Windsor and Maidenhead,England,GBR,48,,,,,,51.46445588,-0.711023424,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,511
,Wokingham,England,GBR,23,,,,,,51.44908526,-0.94075758,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,512
,Milton Keynes,England,GBR,82,,,,,,52.07018118,-0.72600959,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,513
,Brighton and Hove,England,GBR,33,,,,,,50.83370545,-0.095683654,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,514
,Portsmouth,England,GBR,70,,,,,,50.81639232,-1.041493293,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,515
,Southampton,England,GBR,43,,,,,,50.88910228,-1.378986355,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,516
,Isle of Wight,England,GBR,10,,,,,139105,50.6811791,-1.2943416,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,517
,County Durham,England,GBR,81,,,,,,54.67953095,-1.799640246,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,518
,Cheshire East,England,GBR,54,,,,,,53.16374492,-2.315114535,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,519
,Cheshire West and Chester,England,GBR,34,,,,,,53.14869684,-2.753126457,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,520
,Shropshire,England,GBR,67,,,,,479561,52.66088156,-2.715384688,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,521
,Cornwall and Isles of Scilly,England,GBR,64,,,,,,,,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,,
,Wiltshire,England,GBR,67,,,,,698942,51.30993043,-1.917965257,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,522
,Bedford,England,GBR,32,,,,,,52.18762872,-0.453791063,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,523
,Central Bedfordshire,England,GBR,56,,,,,,52.00563732,-0.409336412,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,524
,Northumberland,England,GBR,61,,,,,315987,55.29435354,-2.070295722,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,525
,"Bournemouth, Christchurch and Poole",England,GBR,34,,,,,,,,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,,
,Dorset,England,GBR,36,,,,,759768,50.836845,-2.310722419,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,526
,Bolton,England,GBR,42,,,,,,53.58462917,-2.447186449,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,527
,Bury,England,GBR,55,,,,,,53.58435802,-2.31388107,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,528
,Manchester,England,GBR,91,,,,,,53.44718916,-2.251323575,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,529
,Oldham,England,GBR,82,,,,,,53.5417451,-2.050538218,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,530
,Rochdale,England,GBR,65,,,,,,53.61111338,-2.123094856,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,531
,Salford,England,GBR,92,,,,,,53.47848755,-2.408318758,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,532
,Stockport,England,GBR,79,,,,,,53.39109497,-2.136026882,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,533
,Tameside,England,GBR,58,,,,,,53.46045084,-2.101620259,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,534
,Trafford,England,GBR,77,,,,,,53.40615212,-2.381696642,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,535
,Wigan,England,GBR,39,,,,,,53.51763805,-2.61852973,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,536
,Knowsley,England,GBR,26,,,,,,53.42208176,-2.843749511,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,537
,Liverpool,England,GBR,157,,,,,,53.41222174,-2.962065598,https://www.arcgis.com/sharing/rest/content/items/b684319181f94875a6879bbc833ca3a6/data,county,0.411764706,Europe/London,538
